Facultad,nombre_carrera,Malla,cod_ramo,Asignatura,año,semestre,horas_duracion,SCT,SOLOPROCESOS
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,MAT32001,MATEMÁTICAS I,1,1,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,ADM32001,ADMINISTRACIÓN I,1,1,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,ECO32001,ECONOMÍA,1,1,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,COS32001,COSTOS I,1,1,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,IDU32001,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,LEN32001,LENGUA EXTRAJERA I,1,1,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,MAT32002,MATEMÁTICAS II,1,2,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,CONT32002,CONTABILIDAD I,1,2,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,MIC32002,MICROECONOMÍA,1,2,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,COS32002,COSTOS II,1,2,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,IDU32002,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,LEN32002,LENGUA EXTRANJERA II,1,2,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,MAT32003,MATEMÁTICAS III,2,3,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,EST32003,ESTADÍSTICA I,2,3,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,CON32003,CONTABILIDAD II,2,3,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,DLC32003,DERECHO LABORAL Y COMERCIAL,2,3,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,FED32003,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,LEN32003,LENGUA EXTRANJERA III,2,3,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,EST32004,ESTADÍSTICA II,2,4,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,CON32004,CONTABILIDAD III,2,4,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,RBE32004,REPORTES BAJO ESG,2,4,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,DRT32004,DERECHO TRIBUTARIO,2,4,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,RSU32004,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,LEN32004,LENGUA EXTRANJERA IV,2,4,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AND32005,ANÁLISIS DE DATOS,3,5,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AUD32005,AUDITORIA I,3,5,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,FAC32005,FINANZAS APLICADAS A LA CONTABILIDAD I,3,5,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AGT32005,ADMINISTRACIÓN Y GESTIÓN DEL TALENTO HUMANO,3,5,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AUT32005,AUDITORÍA TRIBUTARIA,3,5,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,EFG32005,ELECTIVO DE FORMACIÓN GENERAL I,3,5,36,2,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AUT32006,AUDITORÍA TIC,3,6,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AUD32006,AUDITORÍA II,3,6,90,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,FAC32006,FINANZAS APLICADAS A LA CONTABILIDAD II,3,6,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AFP32006,AUDITORÍA FORENSE Y DELITOS ECONÓMICOS,3,6,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,TIN32006,TRIBUTACIÓN INTERNACIONAL,3,6,72,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,EFG32006,ELECTIVO DE FORMACIÓN GENERAL II,3,6,36,2,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,MIN32007,METODOLOGÍA DE INVESTIGACIÓN,4,7,72,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,NIF32007,NORMAS IFRS,4,7,72,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,JNE32007,JUEGO DE NEGOCIOS,4,7,72,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,ITA32007,"INNOVACIÓN, TECNOLOGÍA Y ANALÍTICA DE DATOS",4,7,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,PPF32007,PRÁCTICA PROFESIONAL,4,7,392,15,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,ACT32008,ACTIVIDAD DE TITULACIÓN,4,8,72,14,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,AEF32009,AUDITORÍA ESTADOS FINANCIEROS CON IFRS,4,8,90,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,GSR32009,GESTIÓN DE RIESGOS,4,8,72,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,TIF32009,TALLER IFRS,4,8,72,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",CONTADOR AUDITOR,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,DERECHO,MRC26,IND03301,INTRODUCCIÓN AL DERECHO,1,1,72,8,0
CIENCIAS HUMANAS,DERECHO,MRC26,DRO00301,DERECHO ROMANO,1,1,54,7,0
CIENCIAS HUMANAS,DERECHO,MRC26,HDE00301,HISTORIA DEL DERECHO,1,1,54,7,0
CIENCIAS HUMANAS,DERECHO,MRC26,LEN00301,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS HUMANAS,DERECHO,MRC26,IDU00301,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,DEC00302,DERECHO CIVIL I,1,2,72,6,0
CIENCIAS HUMANAS,DERECHO,MRC26,DEP00302,DERECHO PROCESAL I,1,2,72,6,0
CIENCIAS HUMANAS,DERECHO,MRC26,FFD00302,FUNDAMENTOS FILOSÓFICOS DEL DERECHO,1,2,36,7,0
CIENCIAS HUMANAS,DERECHO,MRC26,LEN00302,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS HUMANAS,DERECHO,MRC26,IDU00302,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,PRJ00302,PRÁCTICA JURÍDICA I,1,2,36,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DEC00303,DERECHO CIVIL II,2,3,72,7,0
CIENCIAS HUMANAS,DERECHO,MRC26,DEP00303,DERECHO PROCESAL II,2,3,72,7,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCO00303,DERECHO CONSTITUCIONAL I,2,3,54,7,0
CIENCIAS HUMANAS,DERECHO,MRC26,LEN00303,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS HUMANAS,DERECHO,MRC26,FED00303,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,EFG00303,ELECTIVO DE FORMACIÓN GENERAL I,2,3,36,2,0
CIENCIAS HUMANAS,DERECHO,MRC26,DEC00304,DERECHO CIVIL III,2,4,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DEP00304,DERECHO PROCESAL III,2,4,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCO00304,DERECHO CONSTITUCIONAL II,2,4,36,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,LEN00304,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS HUMANAS,DERECHO,MRC26,RSU00304,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,EFG00304,ELECTIVO DE FORMACIÓN GENERAL II,2,4,36,2,0
CIENCIAS HUMANAS,DERECHO,MRC26,PRJ00304,PRÁCTICA JURÍDICA II,2,4,54,6,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCO00305,DERECHO COMERCIAL I,3,5,36,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DEC00305,DERECHO ECONÓMICO,3,5,36,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCI00305,DERECHO CIVIL IV,3,5,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DPR00305,DERECHO PROCESAL IV,3,5,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DAD00305,DERECHO ADMINISTRATIVO I,3,5,36,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,DLA00305,DERECHO LABORAL,3,5,54,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,DPE00305,DERECHO PENAL I,3,5,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DC00306,DERECHO COMERCIAL II,3,6,36,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCI00306,DERECHO CIVIL V,3,6,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DPR00306,DERECHO PROCESAL V,3,6,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DAD00306,DERECHO ADMISTRATIVO II,3,6,36,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,DPE00306,DERECHO PENAL II,3,6,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,PRJ00306,PRÁCTICA JURÍDICA III,3,6,36,6,0
CIENCIAS HUMANAS,DERECHO,MRC26,DTR00307,DERECHO TRIBUTARIO I,4,7,36,4,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCI00307,DERECHO CIVIL VI,4,7,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DPR00307,DERECHO PROCESAL VI,4,7,72,4,0
CIENCIAS HUMANAS,DERECHO,MRC26,MRC00307,MÉTODOS ALTERNATIVOS DE RESOLUCIÓN DE CONFLICTOS,4,7,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DIP00307,DERECHO INTERNACIONAL PÚBLICO,4,7,36,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DPE00307,DERECHO PENAL III,4,7,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DTR00308,DERECHO TRIBUTARIO II,4,8,54,4,0
CIENCIAS HUMANAS,DERECHO,MRC26,MIC00308,METODOLOGÍA  DE LA INVESTIGACIÓN CUANTITATIVA,4,8,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCI00308,DERECHO CIVIL VII,4,8,72,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DIP00308,DERECHO INTERNACIONAL PRIVADO,4,8,36,3,0
CIENCIAS HUMANAS,DERECHO,MRC26,DPE00308,DERECHO PENAL IV,4,8,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,CLJ00308,CLÍNICA JURÍDICA I,4,8,207,10,0
CIENCIAS HUMANAS,DERECHO,MRC26,MIC00309,METODOLOGÍA DE LA INVESTIGACIÓN CUALITATIVA,5,9,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,DCI00309,DERECHO CIVIL VIII,5,9,90,9,0
CIENCIAS HUMANAS,DERECHO,MRC26,ETI00309,ÉTICA,5,9,54,6,0
CIENCIAS HUMANAS,DERECHO,MRC26,OP100309,OPTATIVO DE PROFUNDIZACIÓN I,5,9,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,OP200309,OPTATIVO DE PROFUNDIZACIÓN II,5,9,54,5,0
CIENCIAS HUMANAS,DERECHO,MRC26,CLJ00309,CLÍNICA JURÍDICA II,5,9,207,10,0
CIENCIAS HUMANAS,DERECHO,MRC26,TGR00310,TRABAJO DE GRADO,5,10,108,20,0
CIENCIAS HUMANAS,DERECHO,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,40,,1
CIENCIAS HUMANAS,DERECHO,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,20,,1
CIENCIAS HUMANAS,DERECHO,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,DERECHO,MRC26,TIP0001,NIV0. TALLER INTRODUCCIÓN A LA PROFESIÓN,1,1,20,,1
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,FBG21401,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,BQB21401,BASES QUÍMICAS Y BIOQUÍMICAS DE LA VIDA,1,1,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCE21401,GESTIÓN DEL CUIDADO EN ENFERMERÍA I,1,1,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,EDE21401,EDUCACIÓN EN ENFERMERÍA ,1,1,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,IDU21401,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,LEN21401,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21401,PRÁCTICA INTEGRADA EN ENFERMERÍA I,1,1,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,MMM21402,MORFOLOGÍA MICRO Y MACROSCÓPICA,1,2,72,6,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,MAI21402,MICROBIOLOGÍA Y AGENTES INFECCIOSOS,1,2,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCE21402,GESTIÓN DEL CUIDADO EN ENFERMERÍA II,1,2,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,MHI21402,MATEMÁTICAS Y HERRAMIENTAS INFORMÁTICAS PARA LA GÉSTIÓN EN SALUD,1,2,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,IDU21402,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,LEN21402,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21402,PRÁCTICA INTEGRADA EN ENFERMERÍA II,1,2,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,IFF21403,"INTEGRADO EN FISIOLOGÍA, FISIOPATOLOGÍA Y FARMACOLOGÍA EN ENFERMERÍA I",2,3,72,7,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCE21403,GESTIÓN DEL CUIDADO EN ENFERMERÍA III,2,3,54,7,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,FED21403,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,EFG21403,ELECTIVO DE FORMACIÓN GENERAL I,2,3,36,2,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,LEN21403,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21403,PRÁCTICA INTEGRADA EN ENFERMERÍA III,2,3,54,7,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,EDS21404,ENFERMERÍA EN SALUD PÚBLICA Y DETERMINANTES SOCIALES,2,4,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,IFF21404,"INTEGRADO DE FISIOLOGÍA, FISIOPATOLOGÍA Y FARMACOLOGÍA EN ENFERMERÍA II",2,4,72,7,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCE21404,GESTIÓN DEL CUIDADO EN ENFERMERÍA IV,2,4,54,6,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,RSU21404,RESPONSABILIDAD SOCIAL UNIVERSITARIA ,2,4,36,3,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,LEN21404,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21404,PRÁCTICA INTEGRADA EN ENFERMERÍA IV,2,4,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,EBE21405,ÉTICA Y BIOÉTICA EN ENFERMERÍA,3,5,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCC21405,GESTIÓN DEL CUIDADO EN COMUNIDADES I,3,5,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCA21405,GESTIÓN DEL CUIDADO EN EL ADULTO,3,5,54,6,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCP21405,GESTIÓN DEL CUIDADO EN LA PERSONA MAYOR,3,5,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PES21405,PLANIFICACIÓN ESTRATÉGICA I,3,5,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21405,PRÁCTICA INTEGRADA EN ENFERMERÍA V,3,5,172,8,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,MIN21406,METODOLOGÍA DE LA INVESTIGACIÓN,3,6,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCC21406,GESTIÓN DEL CUIDADO EN COMUNIDADES II,3,6,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,SOC21406,SALUD OCUPACIONAL,3,6,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PES21406,PLANIFICACIÓN ESTRATÉGICA II,3,6,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,EFG21406,ELECTIVO DE FORMACIÓN GENERAL II,3,6,36,2,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21406,PRÁCTICA INTEGRADA EN ENFERMERÍA VI,3,6,154,8,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,SIE21407,SEMINARIO DE INVESTIGACIÓN EN ENFERMERÍA I,4,7,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCC21407,GESTIÓN DEL CUIDADOS EN COMUNIDADES III,4,7,54,6,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCI21407,GESTIÓN DEL CUIDADO EN LA INFANCIA Y ADOLESCENCIA I,4,7,54,6,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,BPF21407,BIENESTAR PROFESIONAL,4,7,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21407,PRÁCTICA INTEGRADA EN ENFERMERÍA VII,4,7,154,8,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,SIE21408,SEMINARIO EN INVESTIGACIÓN EN ENFERMERÍA II,4,8,54,3,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCI21408,GESTIÓN DEL CUIDADO EN LA INFANCIA Y ADOLESCENCIA II,4,8,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCU21408,GESTIÓN DEL CUIDADO EN URGENCIAS,4,8,54,4,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCS21408,GESTIÓN DEL CUIDADO EN SALUD MENTAL  Y PSIQUIATRÍA,4,8,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,GCO21408,GESTIÓN DEL CUIDADO EN ONCOLOGÍA Y CUIDADOS PALIATIVOS,4,8,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PIE21408,PRÁCTICA INTEGRADA EN ENFERMERÍA VIII,4,8,154,8,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,IEC21409,INTERVENCIÓN DE ENFERMERÍA EN SALUD COMUNITARIA,5,9,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,ISF21409,ENFERMERÍA EN SALUD FAMILIAR,5,9,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PEH21409,PRÁCTICA PROFESIONAL EN ENFERMERÍA HOSPITALARIA (A),5,9,405,20,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,CEA21409,CUIDADOS EN ENFERMERÍA EN ADULTO CRÍTICO,5,9,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,EUQ21409,ENFERMERÍA EN UNIDADES QUIRÚRGICAS DEL ADULTO,5,9,54,5,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PEA21409,PRÁCTICA PROFESIONAL EN ENFERMERÍA EN ATENCIÓN PRIMARIA DE SALUD (B),5,9,405,20,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PPA21410,PRÁCTICA PROFESIONAL EN ENFERMERÍA EN ATENCIÓN PRIMARIA DE SALUD (A),5,10,540,30,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,PPH21410,PRÁCTICA PROFESIONAL EN ENFERMERÍA HOSPITALARIA (B),5,10,540,30,0
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS MÉDICAS,ENFERMERÍA,MRC26,CIE0001,NIV0. CIENCIAS,1,1,40,,1
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,MMM24601,MORFOLOGÍA MICRO Y MACROSCOPICA,1,1,72,6,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,FCH24601,FONOAUDIOLOGÍA Y COMUNICACIÓN HUMANA,1,1,90,7,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,PSD24601,PSICOLOGÍA DEL DESARROLLO HUMANO,1,1,36,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,IIC24601,INCLUSIÓN E INTERCULTURALIDAD,1,1,36,3,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,IDU24601,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,LEN24601,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,PIF24601,PRÁCTICA INTEGRADA EN FONOAUDIOLOGÍA I,1,1,36,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,BCE24602,BIOLOGÍA DE LA CONDUCTA Y EMOCIÓN,1,2,54,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,FSE24602,FONOAUDIOLOGÍA EN SALUD Y EDUCACIÓN,1,2,36,6,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,LAP24602,LINGÜÍSTICA  APLICADA I,1,2,72,8,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,IDU24602,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,LEN24602,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,PIF24602,PRÁCTICA INTEGRADA EN FONOAUDIOLOGÍA II,1,2,36,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,NAN24603,NEUROANATOMÍA Y NEUROFISIOLOGÍA,2,3,54,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,NEU24603,NEUROLOGÍA,2,3,72,6,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,LAP24603,LINGÜÍSTICA  APLICADA II,2,3,72,6,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,FED24603,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,EFG24603,ELECTIVO DE FORMACIÓN GENERAL I,2,3,36,2,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,LEN24603,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,PIF24603,PRÁCTICA INTEGRADA EN FONOAUDIOLOGÍA III,2,3,72,6,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,SPU24604,SALUD PÚBLICA,2,4,36,4,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,NEC24604,NEUROCIENCIAS DE LA COMUNICACIÓN,2,4,72,6,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,NPL24604,NEUROPSICOLINGÜÍSTICA,2,4,54,6,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,RSU24604,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS DE LA SALUD,FONOAUDIOLOGÍA,MRC26,LEN24604,LENGUA EXTRANJERA IV,2,4,54,4,0
